current_number,current_name,current_family,disposition,final_number,final_name,final_channel_key,old_count,final_count,count_changed,migration_note
248,Charly Summer & the Missing Script,performer_spotlight,keep,248,Charly Summer & the Missing Script,248|Charly Summer & the Missing Script,53,53,no,"concept survives; number, name, and identity preserved"
249,Cherie DeVille: Do Not Auto-Play at Work,performer_spotlight,keep,249,Cherie DeVille: Do Not Auto-Play at Work,249|Cherie DeVille: Do Not Auto-Play at Work,53,53,no,"concept survives; number, name, and identity preserved"
250,Preston Parker: Overtime Approved,performer_spotlight,keep,250,Preston Parker: Overtime Approved,250|Preston Parker: Overtime Approved,53,53,no,"concept survives; number, name, and identity preserved"
251,Johnny Love Presents: Questionable Decisions,performer_spotlight,keep,251,Johnny Love Presents: Questionable Decisions,251|Johnny Love Presents: Questionable Decisions,52,52,no,"concept survives; number, name, and identity preserved"
252,Saeko Matsushita: Main Character Hours,performer_spotlight,keep,252,Saeko Matsushita: Main Character Hours,252|Saeko Matsushita: Main Character Hours,52,52,no,"concept survives; number, name, and identity preserved"
253,Alexis Fawx: The Binge Committee,performer_spotlight,keep,253,Alexis Fawx: The Binge Committee,253|Alexis Fawx: The Binge Committee,51,51,no,"concept survives; number, name, and identity preserved"
254,Alina Belle: The Skip Intro Department,performer_spotlight,keep,254,Alina Belle: The Skip Intro Department,254|Alina Belle: The Skip Intro Department,51,51,no,"concept survives; number, name, and identity preserved"
255,Dredd: No Meeting Could Replace This,performer_spotlight,keep,255,Dredd: No Meeting Could Replace This,255|Dredd: No Meeting Could Replace This,51,51,no,"concept survives; number, name, and identity preserved"
256,Chanel Preston: The Unscheduled Special,performer_spotlight,keep,256,Chanel Preston: The Unscheduled Special,256|Chanel Preston: The Unscheduled Special,50,50,no,"concept survives; number, name, and identity preserved"
257,Kendra Sunderland: Cancel Your Plans,performer_spotlight,keep,257,Kendra Sunderland: Cancel Your Plans,257|Kendra Sunderland: Cancel Your Plans,50,50,no,"concept survives; number, name, and identity preserved"
258,Eva Elfie: The Remote Majority,performer_spotlight,replace,258,Feature Length (60+ Min),jw:v1:special:feature-length,48,1566,,slot repurposed: scenes with duration >= 3600 seconds (inclusive)
259,Isis Love: Premium Procrastination,performer_spotlight,replace,259,2010s Vault,jw:v1:special:vault-2010s,48,10789,,slot repurposed: scenes dated 2010-01-01 through 2019-12-31
260,Michael Stefano: Doing the Most,performer_spotlight,replace,260,2020s Vault,jw:v1:special:vault-2020s,48,7831,,slot repurposed: scenes dated 2020-01-01 through 2026-12-31 (analysis semantics preserved; the fixed upper bound needs annual regeneration)
261,Phoenix Marie: The Late Fee Channel,performer_spotlight,replace,261,Fringe Studios,jw:v1:special:fringe-studios,48,2035,,"slot repurposed: ANY of 794 maximal studios/trees with fewer than 10 hierarchical post-JAV scenes (materialized snapshot, pruned to maximal nodes)"
262,Rocco Reed: Zero Inbox Energy,performer_spotlight,replace,262,New Arrivals (Last 180 Days),jw:v1:special:new-arrivals,48,4620,,slot repurposed: created_at within 180 calendar days of query time (dynamic; generation-time reference anchor 2026-03-12)
263,Christian Wilde: Please Remain Tuned,performer_spotlight,replace,263,One-Scene Performers,jw:v1:special:one-scene-performers,47,1797,,"slot repurposed: ANY of 2,013 performers with exactly 1 post-JAV scene (materialized snapshot)"
264,Juliette March: The Extended Lunch Break,performer_spotlight,replace,264,Prolific Performers (100+),jw:v1:special:prolific-performers,47,10596,,slot repurposed: ANY of 69 performers with 100+ post-JAV scenes (materialized snapshot)
265,Lisey Sweet: Not in the Employee Handbook,performer_spotlight,replace,265,Rare Performers (<5 Scenes),jw:v1:special:rare-performers,47,5212,,"slot repurposed: ANY of 3,569 performers with 1-4 post-JAV scenes (materialized snapshot; zero-post-JAV performers excluded)"
266,Jason Pierce: Plot Armor Included,performer_spotlight,replace,266,Married IRL,jw:v1:tag:4721,46,3853,,"slot repurposed: canonical THEME tag, 3853 scenes"
267,Kira Noir: The Agenda Has Changed,performer_spotlight,replace,267,23-29 (M),jw:v1:tag:7666,46,3558,,"slot repurposed: canonical AGE tag, 3558 scenes"
268,Yurizan Beltran: One More Episode,performer_spotlight,replace,268,30-39 (F),jw:v1:tag:7674,46,4668,,"slot repurposed: canonical AGE tag, 4668 scenes"
269,Allie Addison: The Not-So-Silent Partner,performer_spotlight,replace,269,40-49 (M),jw:v1:tag:7680,45,3718,,"slot repurposed: canonical AGE tag, 3718 scenes"
270,Brick Danger: After the Group Chat,performer_spotlight,replace,270,40-49 (F),jw:v1:tag:7681,45,983,,"slot repurposed: canonical AGE tag, 983 scenes"
271,Dee Williams: This Meeting Runs Late,performer_spotlight,replace,271,50-59 (M),jw:v1:tag:7687,45,813,,"slot repurposed: canonical AGE tag, 813 scenes"
272,Karlo Karrera: The Recommendation Engine,performer_spotlight,replace,272,1U,jw:v1:tag:7778,45,109,,"slot repurposed: canonical CAST tag, 109 scenes"
273,Voodoo: Airplane Mode Recommended,performer_spotlight,replace,273,1M,jw:v1:tag:7855,45,34,,"slot repurposed: canonical CAST tag, 34 scenes"
274,Bambino: The Couch Has Questions,performer_spotlight,replace,274,1M1F,jw:v1:tag:7876,44,12279,,"slot repurposed: canonical CAST tag, 12279 scenes"
275,Brad Knight: Nothing on the Calendar,performer_spotlight,replace,275,2M1F,jw:v1:tag:7889,44,757,,"slot repurposed: canonical CAST tag, 757 scenes"
276,Charlie Dean: The Ratings Department,performer_spotlight,replace,276,Black Male,jw:v1:tag:7897,44,1856,,"slot repurposed: canonical DEMO tag, 1856 scenes"
277,Natalia Starr: Full-Time Distraction,performer_spotlight,replace,277,Latin Male,jw:v1:tag:7910,44,1109,,"slot repurposed: canonical DEMO tag, 1109 scenes"
278,Nerine Mechanique: Nobody Read the Memo,performer_spotlight,replace,278,Latin Female,jw:v1:tag:7911,44,2682,,"slot repurposed: canonical DEMO tag, 2682 scenes"
279,Tyler Steel: The Opening Credits Club,performer_spotlight,replace,279,Mixed Male,jw:v1:tag:7938,44,1082,,"slot repurposed: canonical DEMO tag, 1082 scenes"
280,Alyx Star Has the Remote,performer_spotlight,replace,280,Mixed Female,jw:v1:tag:7939,43,723,,"slot repurposed: canonical DEMO tag, 723 scenes"
281,Cadence Lux: HR Would Like a Word,performer_spotlight,replace,281,Blowjob,jw:v1:tag:7977,43,12351,,"slot repurposed: canonical ACT tag, 12351 scenes"
282,Lutro Steel vs. the Bedtime Schedule,performer_spotlight,replace,282,Cunnilingus,jw:v1:tag:7978,43,7317,,"slot repurposed: canonical ACT tag, 7317 scenes"
283,Alanah Rae: The Plot Thickens,performer_spotlight,replace,283,Titjob,jw:v1:tag:7980,42,1884,,"slot repurposed: canonical ACT tag, 1884 scenes"
284,Ameena Green & the Missing Script,performer_spotlight,replace,284,Fingering,jw:v1:tag:7981,42,4398,,"slot repurposed: canonical ACT tag, 4398 scenes"
285,Gianna Dior: Do Not Auto-Play at Work,performer_spotlight,replace,285,Masturbation,jw:v1:tag:7982,42,2299,,"slot repurposed: canonical ACT tag, 2299 scenes"
286,Jennifer White: Overtime Approved,performer_spotlight,replace,286,Squirting,jw:v1:tag:7983,42,1074,,"slot repurposed: canonical ACT tag, 1074 scenes"
287,Kayla Kayden Presents: Questionable Decisions,performer_spotlight,replace,287,Cumshot - face,jw:v1:tag:7986,42,6964,,"slot repurposed: canonical ACT tag, 6964 scenes"
288,Nancy Ace: Main Character Hours,performer_spotlight,replace,288,Cumshot - body,jw:v1:tag:7988,42,2492,,"slot repurposed: canonical ACT tag, 2492 scenes"
289,Tony Rubino: The Binge Committee,performer_spotlight,replace,289,Cumshot - internal,jw:v1:tag:7989,42,1694,,"slot repurposed: canonical ACT tag, 1694 scenes"
290,Lilla Katt: The Skip Intro Department,performer_spotlight,replace,290,DP,jw:v1:tag:7990,41,578,,"slot repurposed: canonical ACT tag, 578 scenes"
291,Tana Lea: No Meeting Could Replace This,performer_spotlight,replace,291,Sex toys,jw:v1:tag:7991,41,2121,,"slot repurposed: canonical ACT tag, 2121 scenes"
292,Anikka Albrite: The Unscheduled Special,performer_spotlight,replace,292,Grinding,jw:v1:tag:7992,40,475,,"slot repurposed: canonical ACT tag, 475 scenes"
293,Jovan Jordan: Cancel Your Plans,performer_spotlight,replace,293,Ass-to-mouth,jw:v1:tag:7993,40,2090,,"slot repurposed: canonical ACT tag, 2090 scenes"
294,Little Puck: The Remote Majority,performer_spotlight,replace,294,Fisting,jw:v1:tag:7994,40,174,,"slot repurposed: canonical ACT tag, 174 scenes"
295,Maestro Stefanos: Premium Procrastination,performer_spotlight,replace,295,Small ass,jw:v1:tag:7996,40,1457,,"slot repurposed: canonical BODY tag, 1457 scenes"
296,Alina Li: Doing the Most,performer_spotlight,replace,296,Medium ass,jw:v1:tag:7997,39,2496,,"slot repurposed: canonical BODY tag, 2496 scenes"
297,Athena Anderson: The Late Fee Channel,performer_spotlight,replace,297,Curvy,jw:v1:tag:7998,40,1143,,"slot repurposed: canonical BODY tag, 1143 scenes"
298,Kimmy Granger: Zero Inbox Energy,performer_spotlight,replace,298,Hairy,jw:v1:tag:8001,39,1919,,"slot repurposed: canonical BODY tag, 1919 scenes"
299,Monique Alexander: Please Remain Tuned,performer_spotlight,replace,299,Big breasts,jw:v1:tag:8003,39,5279,,"slot repurposed: canonical BODY tag, 5279 scenes"
300,Aidra Fox: The Extended Lunch Break,performer_spotlight,replace,300,Small breasts,jw:v1:tag:8004,38,3027,,"slot repurposed: canonical BODY tag, 3027 scenes"
301,Jack Hammer: Not in the Employee Handbook,performer_spotlight,replace,301,Medium breasts,jw:v1:tag:8005,38,1571,,"slot repurposed: canonical BODY tag, 1571 scenes"
302,Keisha Grey: Plot Armor Included,performer_spotlight,replace,302,Augmented breasts,jw:v1:tag:8006,38,2833,,"slot repurposed: canonical BODY tag, 2833 scenes"
303,Kristina Grace: The Agenda Has Changed,performer_spotlight,replace,303,Muscular,jw:v1:tag:8015,38,1402,,"slot repurposed: canonical BODY tag, 1402 scenes"
304,Penny Pax: One More Episode,performer_spotlight,replace,304,Big dick,jw:v1:tag:8016,38,5932,,"slot repurposed: canonical BODY tag, 5932 scenes"
305,Ricky Spanish: The Not-So-Silent Partner,performer_spotlight,replace,305,Uncircumcised,jw:v1:tag:8017,38,1175,,"slot repurposed: canonical BODY tag, 1175 scenes"
306,Ana Foxxx: After the Group Chat,performer_spotlight,replace,306,Average body,jw:v1:tag:8019,37,1707,,"slot repurposed: canonical BODY tag, 1707 scenes"
307,Cherry Kiss: This Meeting Runs Late,performer_spotlight,replace,307,Step-family,jw:v1:tag:8022,37,703,,"slot repurposed: canonical THEME tag, 703 scenes"
308,Chloe Amour: The Recommendation Engine,performer_spotlight,replace,308,Taboo,jw:v1:tag:8023,37,406,,"slot repurposed: canonical THEME tag, 406 scenes"
309,Fiona Frost: Airplane Mode Recommended,performer_spotlight,replace,309,Exhibitionism,jw:v1:tag:8025,37,367,,"slot repurposed: canonical THEME tag, 367 scenes"
310,GI Joey: The Couch Has Questions,performer_spotlight,replace,310,First time,jw:v1:tag:8029,37,472,,"slot repurposed: canonical THEME tag, 472 scenes"
311,Hollywood Cash: Nothing on the Calendar,performer_spotlight,replace,311,Older/younger,jw:v1:tag:8031,37,383,,"slot repurposed: canonical THEME tag, 383 scenes"
312,Jade Maris: The Ratings Department,performer_spotlight,replace,312,Holiday/seasonal,jw:v1:tag:8032,37,227,,"slot repurposed: canonical THEME tag, 227 scenes"
313,Jane Wilde: Full-Time Distraction,performer_spotlight,replace,313,Freeuse,jw:v1:tag:8033,37,38,,"slot repurposed: canonical THEME tag, 38 scenes"
314,Jillian Janson: Nobody Read the Memo,performer_spotlight,replace,314,Reluctance,jw:v1:tag:8034,37,160,,"slot repurposed: canonical THEME tag, 160 scenes"
315,Dorian Del Isla: The Opening Credits Club,performer_spotlight,replace,315,Swingers,jw:v1:tag:8035,36,129,,"slot repurposed: canonical THEME tag, 129 scenes"
316,Juan El Caballo Loco Has the Remote,performer_spotlight,replace,316,Office,jw:v1:tag:8041,36,177,,"slot repurposed: canonical SET tag, 177 scenes"
317,Lexington Steele: HR Would Like a Word,performer_spotlight,replace,317,Gym,jw:v1:tag:8045,36,103,,"slot repurposed: canonical SET tag, 103 scenes"
318,Liz Jordan vs. the Bedtime Schedule,performer_spotlight,replace,318,Club/bar,jw:v1:tag:8046,36,54,,"slot repurposed: canonical SET tag, 54 scenes"
319,Mandingo: The Plot Thickens,performer_spotlight,replace,319,Dungeon,jw:v1:tag:8047,36,111,,"slot repurposed: canonical SET tag, 111 scenes"
320,Max Dyor & the Missing Script,performer_spotlight,replace,320,School,jw:v1:tag:8049,36,89,,"slot repurposed: canonical SET tag, 89 scenes"
321,Pablo Ferrari: Do Not Auto-Play at Work,performer_spotlight,replace,321,Pantyhose,jw:v1:tag:8054,36,125,,"slot repurposed: canonical WARD tag, 125 scenes"
322,Stella Sedona: Overtime Approved,performer_spotlight,replace,322,Bikini,jw:v1:tag:8057,36,397,,"slot repurposed: canonical WARD tag, 397 scenes"
323,Vanna Bardot Presents: Questionable Decisions,performer_spotlight,replace,323,Uniform,jw:v1:tag:8058,36,371,,"slot repurposed: canonical WARD tag, 371 scenes"
324,Veronica Avluv: Main Character Hours,performer_spotlight,replace,324,Latex/leather,jw:v1:tag:8059,36,519,,"slot repurposed: canonical WARD tag, 519 scenes"
325,Alexis Tae: The Binge Committee,performer_spotlight,replace,325,Glasses,jw:v1:tag:8060,35,437,,"slot repurposed: canonical WARD tag, 437 scenes"
326,Anna Claire Clouds: The Skip Intro Department,performer_spotlight,replace,326,Barefoot,jw:v1:tag:8061,35,475,,"slot repurposed: canonical WARD tag, 475 scenes"
327,Beretta James: No Meeting Could Replace This,performer_spotlight,replace,327,Casual,jw:v1:tag:8062,35,2450,,"slot repurposed: canonical WARD tag, 2450 scenes"
328,Blake Blossom: The Unscheduled Special,performer_spotlight,replace,328,Business,jw:v1:tag:8063,36,325,,"slot repurposed: canonical WARD tag, 325 scenes"
329,Brock Cooper: Cancel Your Plans,performer_spotlight,replace,329,Jewelry,jw:v1:tag:8064,35,630,,"slot repurposed: canonical WARD tag, 630 scenes"
330,Lauren Phillips: The Remote Majority,performer_spotlight,replace,330,Choking/breath,jw:v1:tag:8069,35,542,,"slot repurposed: canonical KINK tag, 542 scenes"
331,Matthew Meier: Premium Procrastination,performer_spotlight,replace,331,Nipple torment,jw:v1:tag:8071,35,273,,"slot repurposed: canonical KINK tag, 273 scenes"
332,Ricky Rascal: Doing the Most,performer_spotlight,replace,332,Electro play,jw:v1:tag:8072,35,193,,"slot repurposed: canonical KINK tag, 193 scenes"
333,Rob Piper: The Late Fee Channel,performer_spotlight,replace,333,Pegging,jw:v1:tag:8075,35,352,,"slot repurposed: canonical KINK tag, 352 scenes"
334,Sparky Sin Claire: Zero Inbox Energy,performer_spotlight,replace,334,CBT,jw:v1:tag:8076,36,359,,"slot repurposed: canonical KINK tag, 359 scenes"
335,Ken Feels: Please Remain Tuned,performer_spotlight,replace,335,Wax/temperature,jw:v1:tag:8077,34,45,,"slot repurposed: canonical KINK tag, 45 scenes"
336,Lawson Jones: The Extended Lunch Break,performer_spotlight,replace,336,Watersports,jw:v1:tag:8078,34,94,,"slot repurposed: canonical KINK tag, 94 scenes"
337,Lily Love: Not in the Employee Handbook,performer_spotlight,replace,337,Large insertion,jw:v1:tag:8079,34,108,,"slot repurposed: canonical KINK tag, 108 scenes"
338,Luke Longly: Plot Armor Included,performer_spotlight,replace,338,Sensory deprivation,jw:v1:tag:8080,34,363,,"slot repurposed: canonical KINK tag, 363 scenes"
339,Syren De Mer: The Agenda Has Changed,performer_spotlight,replace,339,Pet play,jw:v1:tag:8082,34,33,,"slot repurposed: canonical KINK tag, 33 scenes"
340,Tina Kay: One More Episode,performer_spotlight,replace,340,Gonzo,jw:v1:tag:8083,34,6510,,"slot repurposed: canonical PROD tag, 6510 scenes"
341,Ava Addams: The Not-So-Silent Partner,performer_spotlight,replace,341,Compilation,jw:v1:tag:8087,33,77,,"slot repurposed: canonical PROD tag, 77 scenes"
342,Jenaveve Jolie: After the Group Chat,performer_spotlight,replace,342,Reality,jw:v1:tag:8089,33,397,,"slot repurposed: canonical PROD tag, 397 scenes"
343,Matt Williams: This Meeting Runs Late,performer_spotlight,replace,343,Bukkake,jw:v1:tag:8668,33,277,,"slot repurposed: canonical ACT tag, 277 scenes"
344,Reagan Foxx: The Recommendation Engine,performer_spotlight,replace,344,Oiled,jw:v1:tag:8669,33,1041,,"slot repurposed: canonical BODY tag, 1041 scenes"
345,Scarlit Scandal: Airplane Mode Recommended,performer_spotlight,replace,345,Sci-fi/Fantasy,jw:v1:tag:9575,33,43,,"slot repurposed: canonical THEME tag, 43 scenes"
346,Stirling Cooper: The Couch Has Questions,performer_spotlight,replace,346,Wedding,jw:v1:tag:9576,33,34,,"slot repurposed: canonical THEME tag, 34 scenes"
347,Vina Sky: Nothing on the Calendar,performer_spotlight,replace,347,Medical,jw:v1:tag:9580,33,58,,"slot repurposed: canonical KINK tag, 58 scenes"
348,Angelo Godshack: The Ratings Department,performer_spotlight,replace,348,Rough sex,jw:v1:tag:9581,32,99,,"slot repurposed: canonical KINK tag, 99 scenes"
349,Bella Angel: Full-Time Distraction,performer_spotlight,replace,349,Softcore,jw:v1:tag:9583,32,27,,"slot repurposed: canonical PROD tag, 27 scenes"
350,Elsa Jean: Nobody Read the Memo,performer_spotlight,replace,350,Roleplay (no Narrative),jw:v1:taginex:8026:ex8085,32,1101,,slot repurposed: locked subtraction channel: THEME: Roleplay minus Narrative
351,Jessa Rhodes: The Opening Credits Club,performer_spotlight,replace,351,Spanking/impact (no Gonzo),jw:v1:taginex:8066:ex8083,32,1308,,slot repurposed: locked subtraction channel: KINK: Spanking/impact minus Gonzo
352,Juan Lucho Has the Remote,performer_spotlight,replace,352,Gonzo (no 1M1F),jw:v1:taginex:8083:ex7876,32,2000,,slot repurposed: locked subtraction channel: PROD: Gonzo minus 1M1F
353,Kenzie Anne: HR Would Like a Word,performer_spotlight,replace,353,Narrative (no Gonzo),jw:v1:taginex:8085:ex8083,32,566,,slot repurposed: locked subtraction channel: PROD: Narrative minus Gonzo
354,Leah Gotti vs. the Bedtime Schedule,performer_spotlight,replace,354,Breast play + Living room,jw:v1:tagpair:8039:10210,32,265,,"slot repurposed: two-tag concept, captures 23% of smaller parent, lift 3.6"
355,Mona Wales: The Plot Thickens,performer_spotlight,replace,355,Married IRL + 1M2F,jw:v1:tagpair:4721:7882,32,548,,"slot repurposed: two-tag concept, captures 28% of smaller parent, lift 1.49"
356,Richie Calhoun & the Missing Script,performer_spotlight,replace,356,Group + Orgy,jw:v1:tagpair:6188:10214,32,213,,"slot repurposed: two-tag concept, captures 61% of smaller parent, lift 9.75"
357,Skin Diamond: Do Not Auto-Play at Work,performer_spotlight,replace,357,1M2F + Facesitting,jw:v1:tagpair:7882:10211,32,481,,"slot repurposed: two-tag concept, captures 29% of smaller parent, lift 3.08"
358,Adria Rae: Overtime Approved,performer_spotlight,replace,358,Vaginal sex + Casual,jw:v1:tagpair:7975:8062,31,1109,,"slot repurposed: two-tag concept, captures 45% of smaller parent, lift 2.62"
359,Chris Johnson Presents: Questionable Decisions,performer_spotlight,replace,359,Fingering + Married IRL,jw:v1:tagpair:4721:7981,31,803,,"slot repurposed: two-tag concept, captures 21% of smaller parent, lift 0.96"
360,Evelin Stone: Main Character Hours,performer_spotlight,replace,360,Fingering + Spanking/impact,jw:v1:tagpair:7981:8066,31,1628,,"slot repurposed: two-tag concept, captures 41% of smaller parent, lift 1.91"
361,Levi Cash: The Binge Committee,performer_spotlight,replace,361,Kissing + 1M2F,jw:v1:tagpair:7882:7984,31,672,,"slot repurposed: two-tag concept, captures 35% of smaller parent, lift 2.77"
362,Lucy Li: The Skip Intro Department,performer_spotlight,replace,362,Kissing + Medium breasts,jw:v1:tagpair:7984:8005,31,616,,"slot repurposed: two-tag concept, captures 39% of smaller parent, lift 3.14"
363,Lulu Chu: No Meeting Could Replace This,performer_spotlight,replace,363,Cumshot - internal + Taboo,jw:v1:tagpair:7989:8023,31,109,,"slot repurposed: two-tag concept, captures 27% of smaller parent, lift 3.22"
364,Mandy Flores: The Unscheduled Special,performer_spotlight,replace,364,Cumshot - internal + POV,jw:v1:tagpair:7989:8084,31,247,,"slot repurposed: two-tag concept, captures 22% of smaller parent, lift 2.65"
365,Max Fills: Cancel Your Plans,performer_spotlight,replace,365,Small ass + Outdoor,jw:v1:tagpair:7996:8040,31,311,,"slot repurposed: two-tag concept, captures 26% of smaller parent, lift 3.55"
366,Mitt Aziani: The Remote Majority,performer_spotlight,replace,366,Medium ass + Thong,jw:v1:tagpair:7997:8055,31,505,,"slot repurposed: two-tag concept, captures 48% of smaller parent, lift 3.88"
367,Alina Lopez: Premium Procrastination,performer_spotlight,replace,367,Athletic + Humiliation,jw:v1:tagpair:8000:8068,30,884,,"slot repurposed: two-tag concept, captures 43% of smaller parent, lift 3.16"
368,Bella Rossi: Doing the Most,performer_spotlight,replace,368,Muscular + Amateur,jw:v1:tagpair:8015:8086,30,329,,"slot repurposed: two-tag concept, captures 24% of smaller parent, lift 3.5"
369,Canela Skin: The Late Fee Channel,performer_spotlight,replace,369,Average body + Outdoor,jw:v1:tagpair:8019:8040,30,383,,"slot repurposed: two-tag concept, captures 31% of smaller parent, lift 3.73"
370,Chanel Camryn: Zero Inbox Energy,performer_spotlight,replace,370,Cheating + Thong,jw:v1:tagpair:8020:8055,30,322,,"slot repurposed: two-tag concept, captures 30% of smaller parent, lift 4.28"
371,George Uhl: Please Remain Tuned,performer_spotlight,replace,371,Roleplay + Dom/Sub,jw:v1:tagpair:8026:8067,30,1050,,"slot repurposed: two-tag concept, captures 47% of smaller parent, lift 4.0"
372,Harmony Cage: The Extended Lunch Break,performer_spotlight,replace,372,Roleplay + Narrative,jw:v1:tagpair:8026:8085,30,1301,,"slot repurposed: two-tag concept, captures 74% of smaller parent, lift 6.23"
373,India Summer: Not in the Employee Handbook,performer_spotlight,replace,373,Bedroom + Breast play,jw:v1:tagpair:8037:10210,30,353,,"slot repurposed: two-tag concept, captures 28% of smaller parent, lift 3.84"
374,J. Jay: Plot Armor Included,performer_spotlight,replace,374,Bedroom + Cheating,jw:v1:tagpair:8020:8037,30,359,,"slot repurposed: two-tag concept, captures 25% of smaller parent, lift 3.46"
375,Marsha May: The Agenda Has Changed,performer_spotlight,replace,375,Lingerie + Stockings,jw:v1:tagpair:8051:8053,30,755,,"slot repurposed: two-tag concept, captures 47% of smaller parent, lift 3.59"
376,Real Wife Stories: The Plot Factory,studio_spotlight,keep,376,Real Wife Stories: The Plot Factory,376|Real Wife Stories: The Plot Factory,756,756,no,"concept survives; number, name, and identity preserved"
377,Tushy: Approved by Absolutely Nobody,studio_spotlight,keep,377,Tushy: Approved by Absolutely Nobody,377|Tushy: Approved by Absolutely Nobody,589,589,no,"concept survives; number, name, and identity preserved"
378,Jules Jordan: The Late-Night Department,studio_spotlight,keep,378,Jules Jordan: The Late-Night Department,378|Jules Jordan: The Late-Night Department,569,569,no,"concept survives; number, name, and identity preserved"
379,"Vixen: House Rules, House Exceptions",studio_spotlight,keep,379,"Vixen: House Rules, House Exceptions","379|Vixen: House Rules, House Exceptions",534,534,no,"concept survives; number, name, and identity preserved"
380,Babes: Where the Budget Went,studio_spotlight,replace,380,Heels + Average body,jw:v1:tagpair:8019:8052,532,587,,"slot repurposed: two-tag concept, captures 34% of smaller parent, lift 3.34"
381,Passion HD: The Production Meeting,studio_spotlight,keep,381,Passion HD: The Production Meeting,381|Passion HD: The Production Meeting,463,463,no,"concept survives; number, name, and identity preserved"
382,Deeper: The Never-Ending Pilot,studio_spotlight,keep,382,Deeper: The Never-Ending Pilot,382|Deeper: The Never-Ending Pilot,435,435,no,"concept survives; number, name, and identity preserved"
383,Brazzers Exxtra: Quality Time Control,studio_spotlight,keep,383,Brazzers Exxtra: Quality Time Control,383|Brazzers Exxtra: Quality Time Control,433,433,no,"concept survives; number, name, and identity preserved"
384,New Sensations: The Streaming Committee,studio_spotlight,keep,384,New Sensations: The Streaming Committee,384|New Sensations: The Streaming Committee,1048,1048,no,"concept survives; number, name, and identity preserved"
385,The Upper Floor: Not Your Local News,studio_spotlight,keep,385,The Upper Floor: Not Your Local News,385|The Upper Floor: Not Your Local News,389,389,no,"concept survives; number, name, and identity preserved"
386,RK Prime: The Unofficial Afterparty,studio_spotlight,keep,386,RK Prime: The Unofficial Afterparty,386|RK Prime: The Unofficial Afterparty,381,381,no,"concept survives; number, name, and identity preserved"
387,Men In Pain: Script Pending,studio_spotlight,keep,387,Men In Pain: Script Pending,387|Men In Pain: Script Pending,368,368,no,"concept survives; number, name, and identity preserved"
388,Casting Couch X: Channel Surfing Hazard,studio_spotlight,keep,388,Casting Couch X: Channel Surfing Hazard,388|Casting Couch X: Channel Surfing Hazard,343,343,no,"concept survives; number, name, and identity preserved"
389,"Pure Taboo: Prime Time, Questionable Timing",studio_spotlight,keep,389,"Pure Taboo: Prime Time, Questionable Timing","389|Pure Taboo: Prime Time, Questionable Timing",343,343,no,"concept survives; number, name, and identity preserved"
390,The White Boxxx: All Hands Off the Remote,studio_spotlight,keep,390,The White Boxxx: All Hands Off the Remote,390|The White Boxxx: All Hands Off the Remote,313,313,no,"concept survives; number, name, and identity preserved"
391,Tushy Raw: The Talent Department,studio_spotlight,keep,391,Tushy Raw: The Talent Department,391|Tushy Raw: The Talent Department,305,305,no,"concept survives; number, name, and identity preserved"
392,Evil Angel: The Credits Can Wait,studio_spotlight,keep,392,Evil Angel: The Credits Can Wait,392|Evil Angel: The Credits Can Wait,331,331,no,"concept survives; number, name, and identity preserved"
393,Elegant Angel: Remote Control Issues,studio_spotlight,keep,393,Elegant Angel: Remote Control Issues,393|Elegant Angel: Remote Control Issues,276,276,no,"concept survives; number, name, and identity preserved"
394,Sex and Submission: The Binge Bureau,studio_spotlight,keep,394,Sex and Submission: The Binge Bureau,394|Sex and Submission: The Binge Bureau,252,252,no,"concept survives; number, name, and identity preserved"
395,Premium Bukkake: The Rerun Situation,studio_spotlight,keep,395,Premium Bukkake: The Rerun Situation,395|Premium Bukkake: The Rerun Situation,246,246,no,"concept survives; number, name, and identity preserved"
396,Private Society: The Plot Factory,studio_spotlight,keep,396,Private Society: The Plot Factory,396|Private Society: The Plot Factory,199,199,no,"concept survives; number, name, and identity preserved"
397,HotwifeXXX: Approved by Absolutely Nobody,studio_spotlight,keep,397,HotwifeXXX: Approved by Absolutely Nobody,397|HotwifeXXX: Approved by Absolutely Nobody,193,193,no,"concept survives; number, name, and identity preserved"
398,Touch My Wife: The Late-Night Department,studio_spotlight,replace,398,Heels + Cheating,jw:v1:tagpair:8020:8052,188,487,,"slot repurposed: two-tag concept, captures 34% of smaller parent, lift 3.27"
399,"Shane Diesel XXX: House Rules, House Exceptions",studio_spotlight,keep,399,"Shane Diesel XXX: House Rules, House Exceptions","399|Shane Diesel XXX: House Rules, House Exceptions",184,184,no,"concept survives; number, name, and identity preserved"
400,Fucked And Bound: Where the Budget Went,studio_spotlight,keep,400,Fucked And Bound: Where the Budget Went,400|Fucked And Bound: Where the Budget Went,175,175,no,"concept survives; number, name, and identity preserved"
401,Sinful XXX: The Production Meeting,studio_spotlight,keep,401,Sinful XXX: The Production Meeting,401|Sinful XXX: The Production Meeting,172,172,no,"concept survives; number, name, and identity preserved"
402,Big Naturals: The Never-Ending Pilot,studio_spotlight,keep,402,Big Naturals: The Never-Ending Pilot,402|Big Naturals: The Never-Ending Pilot,171,171,no,"concept survives; number, name, and identity preserved"
403,Hot Milfs Fuck: Quality Time Control,studio_spotlight,keep,403,Hot Milfs Fuck: Quality Time Control,403|Hot Milfs Fuck: Quality Time Control,169,169,no,"concept survives; number, name, and identity preserved"
