channel_id,channel_number,channel_name,proposed_name,category,channel_type,disposition,deployment,scene_count,library_percent,distinct_performers,distinct_studios,filter_definition,tag_ids,tag_names,performer_ids,performer_names,studio_ids,studio_names,count_changed,quality_score,reason_selected
jw:v1:tag:4721,266,Married IRL,Married IRL,Themes,tag_spotlight,new,import-ready,3853,18.98,1321,521,"{""include"":{""tags_all"":[""4721""]},""exclude"":{""tags_any"":[""9320""]}}",4721,THEME: Married IRL,,,,,,91,"canonical THEME tag, 3853 scenes"
jw:v1:tag:7666,267,23-29 (M),23-29 (M),Ages,tag_spotlight,new,import-ready,3558,17.53,2076,370,"{""include"":{""tags_all"":[""7666""]},""exclude"":{""tags_any"":[""9320""]}}",7666,AGE: 23-29 (M),,,,,,91,"canonical AGE tag, 3558 scenes"
jw:v1:tag:7674,268,30-39 (F),30-39 (F),Ages,tag_spotlight,new,import-ready,4668,23.0,2347,468,"{""include"":{""tags_all"":[""7674""]},""exclude"":{""tags_any"":[""9320""]}}",7674,AGE: 30-39 (F),,,,,,91,"canonical AGE tag, 4668 scenes"
jw:v1:tag:7680,269,40-49 (M),40-49 (M),Ages,tag_spotlight,new,import-ready,3718,18.32,2138,368,"{""include"":{""tags_all"":[""7680""]},""exclude"":{""tags_any"":[""9320""]}}",7680,AGE: 40-49 (M),,,,,,91,"canonical AGE tag, 3718 scenes"
jw:v1:tag:7681,270,40-49 (F),40-49 (F),Ages,tag_spotlight,new,import-ready,983,4.84,913,170,"{""include"":{""tags_all"":[""7681""]},""exclude"":{""tags_any"":[""9320""]}}",7681,AGE: 40-49 (F),,,,,,85,"canonical AGE tag, 983 scenes"
jw:v1:tag:7687,271,50-59 (M),50-59 (M),Ages,tag_spotlight,new,import-ready,813,4.01,908,139,"{""include"":{""tags_all"":[""7687""]},""exclude"":{""tags_any"":[""9320""]}}",7687,AGE: 50-59 (M),,,,,,84,"canonical AGE tag, 813 scenes"
jw:v1:tag:7778,272,1U,1U,Cast Configurations,tag_spotlight,new,import-ready,109,0.54,41,12,"{""include"":{""tags_all"":[""7778""]},""exclude"":{""tags_any"":[""9320""]}}",7778,CAST: 1U,,,,,,66,"canonical CAST tag, 109 scenes"
jw:v1:tag:7855,273,1M,1M,Cast Configurations,tag_spotlight,new,import-ready,34,0.17,25,15,"{""include"":{""tags_all"":[""7855""]},""exclude"":{""tags_any"":[""9320""]}}",7855,CAST: 1M,,,,,,54,"canonical CAST tag, 34 scenes"
jw:v1:tag:7876,274,1M1F,1M1F,Cast Configurations,tag_spotlight,new,import-ready,12279,60.49,3694,650,"{""include"":{""tags_all"":[""7876""]},""exclude"":{""tags_any"":[""9320""]}}",7876,CAST: 1M1F,,,,,,91,"canonical CAST tag, 12279 scenes"
jw:v1:tag:7889,275,2M1F,2M1F,Cast Configurations,tag_spotlight,new,import-ready,757,3.73,827,147,"{""include"":{""tags_all"":[""7889""]},""exclude"":{""tags_any"":[""9320""]}}",7889,CAST: 2M1F,,,,,,84,"canonical CAST tag, 757 scenes"
jw:v1:tag:7897,276,Black Male,Black Male,Ethnicity & Demo,tag_spotlight,new,import-ready,1856,9.14,1480,207,"{""include"":{""tags_all"":[""7897""]},""exclude"":{""tags_any"":[""9320""]}}",7897,DEMO: Black Male,,,,,,89,"canonical DEMO tag, 1856 scenes"
jw:v1:tag:7910,277,Latin Male,Latin Male,Ethnicity & Demo,tag_spotlight,new,import-ready,1109,5.46,1038,246,"{""include"":{""tags_all"":[""7910""]},""exclude"":{""tags_any"":[""9320""]}}",7910,DEMO: Latin Male,,,,,,89,"canonical DEMO tag, 1109 scenes"
jw:v1:tag:7911,278,Latin Female,Latin Female,Ethnicity & Demo,tag_spotlight,new,import-ready,2682,13.21,1592,366,"{""include"":{""tags_all"":[""7911""]},""exclude"":{""tags_any"":[""9320""]}}",7911,DEMO: Latin Female,,,,,,90,"canonical DEMO tag, 2682 scenes"
jw:v1:tag:7938,279,Mixed Male,Mixed Male,Ethnicity & Demo,tag_spotlight,new,import-ready,1082,5.33,897,146,"{""include"":{""tags_all"":[""7938""]},""exclude"":{""tags_any"":[""9320""]}}",7938,DEMO: Mixed Male,,,,,,88,"canonical DEMO tag, 1082 scenes"
jw:v1:tag:7939,280,Mixed Female,Mixed Female,Ethnicity & Demo,tag_spotlight,new,import-ready,723,3.56,642,239,"{""include"":{""tags_all"":[""7939""]},""exclude"":{""tags_any"":[""9320""]}}",7939,DEMO: Mixed Female,,,,,,85,"canonical DEMO tag, 723 scenes"
jw:v1:tag:7977,281,Blowjob,Blowjob,Acts,tag_spotlight,new,import-ready,12351,60.85,3944,721,"{""include"":{""tags_all"":[""7977""]},""exclude"":{""tags_any"":[""9320""]}}",7977,ACT: Blowjob,,,,,,91,"canonical ACT tag, 12351 scenes"
jw:v1:tag:7978,282,Cunnilingus,Cunnilingus,Acts,tag_spotlight,new,import-ready,7317,36.05,3040,474,"{""include"":{""tags_all"":[""7978""]},""exclude"":{""tags_any"":[""9320""]}}",7978,ACT: Cunnilingus,,,,,,91,"canonical ACT tag, 7317 scenes"
jw:v1:tag:7980,283,Titjob,Titjob,Acts,tag_spotlight,new,import-ready,1884,9.28,1100,269,"{""include"":{""tags_all"":[""7980""]},""exclude"":{""tags_any"":[""9320""]}}",7980,ACT: Titjob,,,,,,89,"canonical ACT tag, 1884 scenes"
jw:v1:tag:7981,284,Fingering,Fingering,Acts,tag_spotlight,new,import-ready,4398,21.67,2411,360,"{""include"":{""tags_all"":[""7981""]},""exclude"":{""tags_any"":[""9320""]}}",7981,ACT: Fingering,,,,,,91,"canonical ACT tag, 4398 scenes"
jw:v1:tag:7982,285,Masturbation,Masturbation,Acts,tag_spotlight,new,import-ready,2299,11.33,1648,337,"{""include"":{""tags_all"":[""7982""]},""exclude"":{""tags_any"":[""9320""]}}",7982,ACT: Masturbation,,,,,,90,"canonical ACT tag, 2299 scenes"
jw:v1:tag:7983,286,Squirting,Squirting,Acts,tag_spotlight,new,import-ready,1074,5.29,930,170,"{""include"":{""tags_all"":[""7983""]},""exclude"":{""tags_any"":[""9320""]}}",7983,ACT: Squirting,,,,,,88,"canonical ACT tag, 1074 scenes"
jw:v1:tag:7986,287,Cumshot - face,Cumshot - face,Acts,tag_spotlight,new,import-ready,6964,34.31,2978,469,"{""include"":{""tags_all"":[""7986""]},""exclude"":{""tags_any"":[""9320""]}}",7986,ACT: Cumshot - face,,,,,,91,"canonical ACT tag, 6964 scenes"
jw:v1:tag:7988,288,Cumshot - body,Cumshot - body,Acts,tag_spotlight,new,import-ready,2492,12.28,1624,328,"{""include"":{""tags_all"":[""7988""]},""exclude"":{""tags_any"":[""9320""]}}",7988,ACT: Cumshot - body,,,,,,90,"canonical ACT tag, 2492 scenes"
jw:v1:tag:7989,289,Cumshot - internal,Cumshot - internal,Acts,tag_spotlight,new,import-ready,1694,8.35,1316,283,"{""include"":{""tags_all"":[""7989""]},""exclude"":{""tags_any"":[""9320""]}}",7989,ACT: Cumshot - internal,,,,,,90,"canonical ACT tag, 1694 scenes"
jw:v1:tag:7990,290,DP,DP,Acts,tag_spotlight,new,import-ready,578,2.85,823,119,"{""include"":{""tags_all"":[""7990""]},""exclude"":{""tags_any"":[""9320""]}}",7990,ACT: DP,,,,,,84,"canonical ACT tag, 578 scenes"
jw:v1:tag:7991,291,Sex toys,Sex toys,Acts,tag_spotlight,new,import-ready,2121,10.45,1562,260,"{""include"":{""tags_all"":[""7991""]},""exclude"":{""tags_any"":[""9320""]}}",7991,ACT: Sex toys,,,,,,90,"canonical ACT tag, 2121 scenes"
jw:v1:tag:7992,292,Grinding,Grinding,Acts,tag_spotlight,new,import-ready,475,2.34,644,146,"{""include"":{""tags_all"":[""7992""]},""exclude"":{""tags_any"":[""9320""]}}",7992,ACT: Grinding,,,,,,80,"canonical ACT tag, 475 scenes"
jw:v1:tag:7993,293,Ass-to-mouth,Ass-to-mouth,Acts,tag_spotlight,new,import-ready,2090,10.3,1324,173,"{""include"":{""tags_all"":[""7993""]},""exclude"":{""tags_any"":[""9320""]}}",7993,ACT: Ass-to-mouth,,,,,,89,"canonical ACT tag, 2090 scenes"
jw:v1:tag:7994,294,Fisting,Fisting,Acts,tag_spotlight,new,import-ready,174,0.86,289,51,"{""include"":{""tags_all"":[""7994""]},""exclude"":{""tags_any"":[""9320""]}}",7994,ACT: Fisting,,,,,,72,"canonical ACT tag, 174 scenes"
jw:v1:tag:7996,295,Small ass,Small ass,Body & Attributes,tag_spotlight,new,import-ready,1457,7.18,1203,176,"{""include"":{""tags_all"":[""7996""]},""exclude"":{""tags_any"":[""9320""]}}",7996,BODY: Small ass,,,,,,89,"canonical BODY tag, 1457 scenes"
jw:v1:tag:7997,296,Medium ass,Medium ass,Body & Attributes,tag_spotlight,new,import-ready,2496,12.3,1448,281,"{""include"":{""tags_all"":[""7997""]},""exclude"":{""tags_any"":[""9320""]}}",7997,BODY: Medium ass,,,,,,90,"canonical BODY tag, 2496 scenes"
jw:v1:tag:7998,297,Curvy,Curvy,Body & Attributes,tag_spotlight,new,import-ready,1143,5.63,1012,161,"{""include"":{""tags_all"":[""7998""]},""exclude"":{""tags_any"":[""9320""]}}",7998,BODY: Curvy,,,,,,88,"canonical BODY tag, 1143 scenes"
jw:v1:tag:8001,298,Hairy,Hairy,Body & Attributes,tag_spotlight,new,import-ready,1919,9.45,1278,261,"{""include"":{""tags_all"":[""8001""]},""exclude"":{""tags_any"":[""9320""]}}",8001,BODY: Hairy,,,,,,90,"canonical BODY tag, 1919 scenes"
jw:v1:tag:8003,299,Big breasts,Big breasts,Body & Attributes,tag_spotlight,new,import-ready,5279,26.01,2292,530,"{""include"":{""tags_all"":[""8003""]},""exclude"":{""tags_any"":[""9320""]}}",8003,BODY: Big breasts,,,,,,91,"canonical BODY tag, 5279 scenes"
jw:v1:tag:8004,300,Small breasts,Small breasts,Body & Attributes,tag_spotlight,new,import-ready,3027,14.91,1853,371,"{""include"":{""tags_all"":[""8004""]},""exclude"":{""tags_any"":[""9320""]}}",8004,BODY: Small breasts,,,,,,91,"canonical BODY tag, 3027 scenes"
jw:v1:tag:8005,301,Medium breasts,Medium breasts,Body & Attributes,tag_spotlight,new,import-ready,1571,7.74,1204,230,"{""include"":{""tags_all"":[""8005""]},""exclude"":{""tags_any"":[""9320""]}}",8005,BODY: Medium breasts,,,,,,89,"canonical BODY tag, 1571 scenes"
jw:v1:tag:8006,302,Augmented breasts,Augmented breasts,Body & Attributes,tag_spotlight,new,import-ready,2833,13.96,1564,257,"{""include"":{""tags_all"":[""8006""]},""exclude"":{""tags_any"":[""9320""]}}",8006,BODY: Augmented breasts,,,,,,90,"canonical BODY tag, 2833 scenes"
jw:v1:tag:8015,303,Muscular,Muscular,Body & Attributes,tag_spotlight,new,import-ready,1402,6.91,1103,97,"{""include"":{""tags_all"":[""8015""]},""exclude"":{""tags_any"":[""9320""]}}",8015,BODY: Muscular,,,,,,87,"canonical BODY tag, 1402 scenes"
jw:v1:tag:8016,304,Big dick,Big dick,Body & Attributes,tag_spotlight,new,import-ready,5932,29.22,2695,394,"{""include"":{""tags_all"":[""8016""]},""exclude"":{""tags_any"":[""9320""]}}",8016,BODY: Big dick,,,,,,91,"canonical BODY tag, 5932 scenes"
jw:v1:tag:8017,305,Uncircumcised,Uncircumcised,Body & Attributes,tag_spotlight,new,import-ready,1175,5.79,908,126,"{""include"":{""tags_all"":[""8017""]},""exclude"":{""tags_any"":[""9320""]}}",8017,BODY: Uncircumcised,,,,,,88,"canonical BODY tag, 1175 scenes"
