channel_number,channel_name,channel_family,exact_scene_count,library_share_pct,include_tag_logic,include_tag_ids_all,include_tags_all,exclude_tag_logic,exclude_tag_ids_any,exclude_tags_any,include_performer_logic,include_performer_ids_all,include_performers_all,exclude_performer_logic,exclude_performer_ids_any,exclude_performers_any,include_studio_logic,include_studio_ids_any,include_studios_any,exclude_studio_logic,exclude_studio_ids_any,exclude_studios_any,filter_expression,affinity_lift,rationale
355,Mona Wales Spotlight,performer_spotlight,32,0.159,ALL,,,ANY,9320,JAV,ALL,2009,Mona Wales,ANY,,,ANY,,,ANY,,,"PERFORMER=""Mona Wales""",,Performer spotlight; 32 exact scenes in the library.
356,Richie Calhoun After Dark,performer_spotlight,32,0.159,ALL,,,ANY,9320,JAV,ALL,395,Richie Calhoun,ANY,,,ANY,,,ANY,,,"PERFORMER=""Richie Calhoun""",,Performer spotlight; 32 exact scenes in the library.
357,All Night with Skin Diamond,performer_spotlight,32,0.159,ALL,,,ANY,9320,JAV,ALL,411,Skin Diamond,ANY,,,ANY,,,ANY,,,"PERFORMER=""Skin Diamond""",,Performer spotlight; 32 exact scenes in the library.
358,Adria Rae: Uncut,performer_spotlight,31,0.154,ALL,,,ANY,9320,JAV,ALL,428,Adria Rae,ANY,,,ANY,,,ANY,,,"PERFORMER=""Adria Rae""",,Performer spotlight; 31 exact scenes in the library.
359,Chris Johnson On Demand,performer_spotlight,31,0.154,ALL,,,ANY,9320,JAV,ALL,227,Chris Johnson,ANY,,,ANY,,,ANY,,,"PERFORMER=""Chris Johnson""",,Performer spotlight; 31 exact scenes in the library.
360,Evelin Stone Confidential,performer_spotlight,31,0.154,ALL,,,ANY,9320,JAV,ALL,1043,Evelin Stone,ANY,,,ANY,,,ANY,,,"PERFORMER=""Evelin Stone""",,Performer spotlight; 31 exact scenes in the library.
361,The Levi Cash Channel,performer_spotlight,31,0.154,ALL,,,ANY,9320,JAV,ALL,534,Levi Cash,ANY,,,ANY,,,ANY,,,"PERFORMER=""Levi Cash""",,Performer spotlight; 31 exact scenes in the library.
362,Lucy Li: Late Shift,performer_spotlight,31,0.154,ALL,,,ANY,9320,JAV,ALL,3912,Lucy Li,ANY,,,ANY,,,ANY,,,"PERFORMER=""Lucy Li""",,Performer spotlight; 31 exact scenes in the library.
363,Lulu Chu Spotlight,performer_spotlight,31,0.154,ALL,,,ANY,9320,JAV,ALL,1141,Lulu Chu,ANY,,,ANY,,,ANY,,,"PERFORMER=""Lulu Chu""",,Performer spotlight; 31 exact scenes in the library.
364,Mandy Flores After Dark,performer_spotlight,31,0.154,ALL,,,ANY,9320,JAV,ALL,4598,Mandy Flores,ANY,,,ANY,,,ANY,,,"PERFORMER=""Mandy Flores""",,Performer spotlight; 31 exact scenes in the library.
365,All Night with Max Fills,performer_spotlight,31,0.154,ALL,,,ANY,9320,JAV,ALL,2015,Max Fills,ANY,,,ANY,,,ANY,,,"PERFORMER=""Max Fills""",,Performer spotlight; 31 exact scenes in the library.
366,Mitt Aziani: Uncut,performer_spotlight,31,0.154,ALL,,,ANY,9320,JAV,ALL,1877,Mitt Aziani,ANY,,,ANY,,,ANY,,,"PERFORMER=""Mitt Aziani""",,Performer spotlight; 31 exact scenes in the library.
367,Alina Lopez On Demand,performer_spotlight,30,0.149,ALL,,,ANY,9320,JAV,ALL,1049,Alina Lopez,ANY,,,ANY,,,ANY,,,"PERFORMER=""Alina Lopez""",,Performer spotlight; 30 exact scenes in the library.
368,Bella Rossi Confidential,performer_spotlight,30,0.149,ALL,,,ANY,9320,JAV,ALL,3154,Bella Rossi,ANY,,,ANY,,,ANY,,,"PERFORMER=""Bella Rossi""",,Performer spotlight; 30 exact scenes in the library.
369,The Canela Skin Channel,performer_spotlight,30,0.149,ALL,,,ANY,9320,JAV,ALL,626,Canela Skin,ANY,,,ANY,,,ANY,,,"PERFORMER=""Canela Skin""",,Performer spotlight; 30 exact scenes in the library.
370,Chanel Camryn: Late Shift,performer_spotlight,30,0.149,ALL,,,ANY,9320,JAV,ALL,906,Chanel Camryn,ANY,,,ANY,,,ANY,,,"PERFORMER=""Chanel Camryn""",,Performer spotlight; 30 exact scenes in the library.
371,George Uhl Spotlight,performer_spotlight,30,0.149,ALL,,,ANY,9320,JAV,ALL,1559,George Uhl,ANY,,,ANY,,,ANY,,,"PERFORMER=""George Uhl""",,Performer spotlight; 30 exact scenes in the library.
372,Harmony Cage After Dark,performer_spotlight,30,0.149,ALL,,,ANY,9320,JAV,ALL,8490,Harmony Cage,ANY,,,ANY,,,ANY,,,"PERFORMER=""Harmony Cage""",,Performer spotlight; 30 exact scenes in the library.
373,All Night with India Summer,performer_spotlight,30,0.149,ALL,,,ANY,9320,JAV,ALL,163,India Summer,ANY,,,ANY,,,ANY,,,"PERFORMER=""India Summer""",,Performer spotlight; 30 exact scenes in the library.
374,J. Jay: Uncut,performer_spotlight,30,0.149,ALL,,,ANY,9320,JAV,ALL,5664,J. Jay,ANY,,,ANY,,,ANY,,,"PERFORMER=""J. Jay""",,Performer spotlight; 30 exact scenes in the library.
375,Marsha May On Demand,performer_spotlight,30,0.149,ALL,,,ANY,9320,JAV,ALL,1739,Marsha May,ANY,,,ANY,,,ANY,,,"PERFORMER=""Marsha May""",,Performer spotlight; 30 exact scenes in the library.
376,Real Wife Stories Vault,studio_spotlight,756,3.747,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,60,Real Wife Stories,ANY,,,"STUDIO=""Real Wife Stories""",,Studio spotlight; 756 exact scenes. Age-ambiguous studio names were omitted.
377,Tushy After Hours,studio_spotlight,589,2.919,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,3,Tushy,ANY,,,"STUDIO=""Tushy""",,Studio spotlight; 589 exact scenes. Age-ambiguous studio names were omitted.
378,Jules Jordan Presents,studio_spotlight,569,2.820,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,12,Jules Jordan,ANY,,,"STUDIO=""Jules Jordan""",,Studio spotlight; 569 exact scenes. Age-ambiguous studio names were omitted.
379,Vixen Uncut,studio_spotlight,534,2.647,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,460,Vixen,ANY,,,"STUDIO=""Vixen""",,Studio spotlight; 534 exact scenes. Age-ambiguous studio names were omitted.
380,Inside Babes,studio_spotlight,532,2.637,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,44,Babes,ANY,,,"STUDIO=""Babes""",,Studio spotlight; 532 exact scenes. Age-ambiguous studio names were omitted.
381,Passion HD Showcase,studio_spotlight,463,2.295,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,219,Passion HD,ANY,,,"STUDIO=""Passion HD""",,Studio spotlight; 463 exact scenes. Age-ambiguous studio names were omitted.
382,Deeper Late Night,studio_spotlight,435,2.156,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,683,Deeper,ANY,,,"STUDIO=""Deeper""",,Studio spotlight; 435 exact scenes. Age-ambiguous studio names were omitted.
383,Brazzers Exxtra Selects,studio_spotlight,433,2.146,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,72,Brazzers Exxtra,ANY,,,"STUDIO=""Brazzers Exxtra""",,Studio spotlight; 433 exact scenes. Age-ambiguous studio names were omitted.
384,New Sensations Vault,studio_spotlight,1047,5.189,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,76,New Sensations,ANY,,,"STUDIO=""New Sensations""",,Studio spotlight; 413 exact scenes. Age-ambiguous studio names were omitted.
385,The Upper Floor After Hours,studio_spotlight,389,1.928,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,512,The Upper Floor,ANY,,,"STUDIO=""The Upper Floor""",,Studio spotlight; 389 exact scenes. Age-ambiguous studio names were omitted.
386,RK Prime Presents,studio_spotlight,381,1.888,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,241,RK Prime,ANY,,,"STUDIO=""RK Prime""",,Studio spotlight; 381 exact scenes. Age-ambiguous studio names were omitted.
387,Men In Pain Uncut,studio_spotlight,368,1.824,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,2282,Men In Pain,ANY,,,"STUDIO=""Men In Pain""",,Studio spotlight; 368 exact scenes. Age-ambiguous studio names were omitted.
388,Inside Casting Couch X,studio_spotlight,343,1.700,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,211,Casting Couch X,ANY,,,"STUDIO=""Casting Couch X""",,Studio spotlight; 343 exact scenes. Age-ambiguous studio names were omitted.
389,Pure Taboo Showcase,studio_spotlight,343,1.700,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,452,Pure Taboo,ANY,,,"STUDIO=""Pure Taboo""",,Studio spotlight; 343 exact scenes. Age-ambiguous studio names were omitted.
390,The White Boxxx Late Night,studio_spotlight,313,1.551,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,1062,The White Boxxx,ANY,,,"STUDIO=""The White Boxxx""",,Studio spotlight; 313 exact scenes. Age-ambiguous studio names were omitted.
391,Tushy Raw Selects,studio_spotlight,305,1.512,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,591,Tushy Raw,ANY,,,"STUDIO=""Tushy Raw""",,Studio spotlight; 305 exact scenes. Age-ambiguous studio names were omitted.
392,Evil Angel Vault,studio_spotlight,331,1.640,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,7,Evil Angel,ANY,,,"STUDIO=""Evil Angel""",,Studio spotlight; 280 exact scenes. Age-ambiguous studio names were omitted.
393,Elegant Angel After Hours,studio_spotlight,276,1.368,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,88,Elegant Angel,ANY,,,"STUDIO=""Elegant Angel""",,Studio spotlight; 276 exact scenes. Age-ambiguous studio names were omitted.
394,Sex and Submission Presents,studio_spotlight,252,1.249,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,132,Sex and Submission,ANY,,,"STUDIO=""Sex and Submission""",,Studio spotlight; 252 exact scenes. Age-ambiguous studio names were omitted.
395,Premium Bukkake Uncut,studio_spotlight,246,1.219,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,2539,Premium Bukkake,ANY,,,"STUDIO=""Premium Bukkake""",,Studio spotlight; 246 exact scenes. Age-ambiguous studio names were omitted.
396,Inside Private Society,studio_spotlight,199,0.986,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,1371,Private Society,ANY,,,"STUDIO=""Private Society""",,Studio spotlight; 199 exact scenes. Age-ambiguous studio names were omitted.
397,HotwifeXXX Showcase,studio_spotlight,193,0.957,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,272,HotwifeXXX,ANY,,,"STUDIO=""HotwifeXXX""",,Studio spotlight; 193 exact scenes. Age-ambiguous studio names were omitted.
398,Touch My Wife Late Night,studio_spotlight,188,0.932,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,10,Touch My Wife,ANY,,,"STUDIO=""Touch My Wife""",,Studio spotlight; 187 exact scenes. Age-ambiguous studio names were omitted.
399,Shane Diesel XXX Selects,studio_spotlight,184,0.912,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,1129,Shane Diesel XXX,ANY,,,"STUDIO=""Shane Diesel XXX""",,Studio spotlight; 184 exact scenes. Age-ambiguous studio names were omitted.
400,Fucked And Bound Vault,studio_spotlight,175,0.867,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,505,Fucked And Bound,ANY,,,"STUDIO=""Fucked And Bound""",,Studio spotlight; 175 exact scenes. Age-ambiguous studio names were omitted.
401,Sinful XXX After Hours,studio_spotlight,172,0.852,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,1060,Sinful XXX,ANY,,,"STUDIO=""Sinful XXX""",,Studio spotlight; 172 exact scenes. Age-ambiguous studio names were omitted.
402,Big Naturals Presents,studio_spotlight,171,0.847,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,491,Big Naturals,ANY,,,"STUDIO=""Big Naturals""",,Studio spotlight; 171 exact scenes. Age-ambiguous studio names were omitted.
403,Hot Milfs Fuck Uncut,studio_spotlight,168,0.833,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,1366,Hot Milfs Fuck,ANY,,,"STUDIO=""Hot Milfs Fuck""",,Studio spotlight; 166 exact scenes. Age-ambiguous studio names were omitted.
404,Inside Mormon Girlz,studio_spotlight,166,0.823,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,959,Mormon Girlz,ANY,,,"STUDIO=""Mormon Girlz""",,Studio spotlight; 166 exact scenes. Age-ambiguous studio names were omitted.
405,Penthouse Gold Showcase,studio_spotlight,162,0.803,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,40,Penthouse Gold,ANY,,,"STUDIO=""Penthouse Gold""",,Studio spotlight; 162 exact scenes. Age-ambiguous studio names were omitted.
406,LA Sublime Late Night,studio_spotlight,150,0.743,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,2021,LA Sublime,ANY,,,"STUDIO=""LA Sublime""",,Studio spotlight; 150 exact scenes. Age-ambiguous studio names were omitted.
407,Madonna Selects,studio_spotlight,169,0.838,ALL,,,ANY,,,ALL,,,ANY,,,ANY,819,Madonna,ANY,,,"STUDIO=""Madonna""",,Studio spotlight; 150 exact scenes. Age-ambiguous studio names were omitted. All-JAV studio; airs JAV by owner decision (exception to the JAV policy).
408,PornFidelity Vault,studio_spotlight,150,0.743,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,374,PornFidelity,ANY,,,"STUDIO=""PornFidelity""",,Studio spotlight; 150 exact scenes. Age-ambiguous studio names were omitted.
409,Device Bondage After Hours,studio_spotlight,147,0.729,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,997,Device Bondage,ANY,,,"STUDIO=""Device Bondage""",,Studio spotlight; 147 exact scenes. Age-ambiguous studio names were omitted.
410,Dirty Wives Club Presents,studio_spotlight,145,0.719,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,248,Dirty Wives Club,ANY,,,"STUDIO=""Dirty Wives Club""",,Studio spotlight; 145 exact scenes. Age-ambiguous studio names were omitted.
411,Deep Lush Uncut,studio_spotlight,144,0.714,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,467,Deep Lush,ANY,,,"STUDIO=""Deep Lush""",,Studio spotlight; 143 exact scenes. Age-ambiguous studio names were omitted.
412,Inside The Training of O,studio_spotlight,143,0.709,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,511,The Training of O,ANY,,,"STUDIO=""The Training of O""",,Studio spotlight; 143 exact scenes. Age-ambiguous studio names were omitted.
413,Interracial Pass Showcase,studio_spotlight,140,0.694,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,474,Interracial Pass,ANY,,,"STUDIO=""Interracial Pass""",,Studio spotlight; 140 exact scenes. Age-ambiguous studio names were omitted.
414,Pornstars Punishment Late Night,studio_spotlight,139,0.689,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,701,Pornstars Punishment,ANY,,,"STUDIO=""Pornstars Punishment""",,Studio spotlight; 139 exact scenes. Age-ambiguous studio names were omitted.
415,MILFs Like it Big Selects,studio_spotlight,138,0.684,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,257,MILFs Like it Big,ANY,,,"STUDIO=""MILFs Like it Big""",,Studio spotlight; 138 exact scenes. Age-ambiguous studio names were omitted.
416,Dorcel Club Vault,studio_spotlight,130,0.644,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,201,Dorcel Club,ANY,,,"STUDIO=""Dorcel Club""",,Studio spotlight; 130 exact scenes. Age-ambiguous studio names were omitted.
417,Digital Playground After Hours,studio_spotlight,210,1.041,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,41,Digital Playground,ANY,,,"STUDIO=""Digital Playground""",,Studio spotlight; 128 exact scenes. Age-ambiguous studio names were omitted.
418,Sweet Sinner Presents,studio_spotlight,126,0.624,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,89,Sweet Sinner,ANY,,,"STUDIO=""Sweet Sinner""",,Studio spotlight; 126 exact scenes. Age-ambiguous studio names were omitted.
419,Hot Wife XXX Uncut,studio_spotlight,124,0.615,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,620,Hot Wife XXX,ANY,,,"STUDIO=""Hot Wife XXX""",,Studio spotlight; 124 exact scenes. Age-ambiguous studio names were omitted.
420,Inside Tonight's Girlfriend,studio_spotlight,122,0.605,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,136,Tonight's Girlfriend,ANY,,,"STUDIO=""Tonight's Girlfriend""",,Studio spotlight; 121 exact scenes. Age-ambiguous studio names were omitted.
421,XXX Shades Showcase,studio_spotlight,121,0.600,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,527,XXX Shades,ANY,,,"STUDIO=""XXX Shades""",,Studio spotlight; 121 exact scenes. Age-ambiguous studio names were omitted.
422,Exotic4K Late Night,studio_spotlight,112,0.555,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,1721,Exotic4K,ANY,,,"STUDIO=""Exotic4K""",,Studio spotlight; 112 exact scenes. Age-ambiguous studio names were omitted.
423,Pornstars Like It Big Selects,studio_spotlight,112,0.555,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,70,Pornstars Like It Big,ANY,,,"STUDIO=""Pornstars Like It Big""",,Studio spotlight; 112 exact scenes. Age-ambiguous studio names were omitted.
424,Public Disgrace Vault,studio_spotlight,107,0.530,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,199,Public Disgrace,ANY,,,"STUDIO=""Public Disgrace""",,Studio spotlight; 107 exact scenes. Age-ambiguous studio names were omitted.
425,Hard X After Hours,studio_spotlight,95,0.471,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,116,Hard X,ANY,,,"STUDIO=""Hard X""",,Studio spotlight; 95 exact scenes. Age-ambiguous studio names were omitted.
426,Love Her Feet Presents,studio_spotlight,93,0.461,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,494,Love Her Feet,ANY,,,"STUDIO=""Love Her Feet""",,Studio spotlight; 93 exact scenes. Age-ambiguous studio names were omitted.
427,Look At Her Now Uncut,studio_spotlight,89,0.441,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,807,Look At Her Now,ANY,,,"STUDIO=""Look At Her Now""",,Studio spotlight; 89 exact scenes. Age-ambiguous studio names were omitted.
428,Inside Dungeon Sex,studio_spotlight,84,0.416,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,1645,Dungeon Sex,ANY,,,"STUDIO=""Dungeon Sex""",,Studio spotlight; 84 exact scenes. Age-ambiguous studio names were omitted.
429,MILFY Showcase,studio_spotlight,85,0.421,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,385,MILFY,ANY,,,"STUDIO=""MILFY""",,Studio spotlight; 84 exact scenes. Age-ambiguous studio names were omitted.
430,Thundercock Late Night,studio_spotlight,79,0.392,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,594,Thundercock,ANY,,,"STUDIO=""Thundercock""",,Studio spotlight; 79 exact scenes. Age-ambiguous studio names were omitted.
431,I Have A Wife Selects,studio_spotlight,77,0.382,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,118,I Have A Wife,ANY,,,"STUDIO=""I Have A Wife""",,Studio spotlight; 77 exact scenes. Age-ambiguous studio names were omitted.
432,Don't Break Me Vault,studio_spotlight,76,0.377,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,519,Don't Break Me,ANY,,,"STUDIO=""Don't Break Me""",,Studio spotlight; 76 exact scenes. Age-ambiguous studio names were omitted.
433,Lethal Hardcore After Hours,studio_spotlight,75,0.372,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,19,Lethal Hardcore,ANY,,,"STUDIO=""Lethal Hardcore""",,Studio spotlight; 75 exact scenes. Age-ambiguous studio names were omitted.
434,Exploited College Girls Presents,studio_spotlight,69,0.342,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,1730,Exploited College Girls,ANY,,,"STUDIO=""Exploited College Girls""",,Studio spotlight; 69 exact scenes. Age-ambiguous studio names were omitted.
435,Big Cock Bully Uncut,studio_spotlight,67,0.332,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,366,Big Cock Bully,ANY,,,"STUDIO=""Big Cock Bully""",,Studio spotlight; 67 exact scenes. Age-ambiguous studio names were omitted.
436,Inside She Will Cheat,studio_spotlight,67,0.332,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,454,She Will Cheat,ANY,,,"STUDIO=""She Will Cheat""",,Studio spotlight; 67 exact scenes. Age-ambiguous studio names were omitted.
437,Reality Junkies Showcase,studio_spotlight,66,0.327,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,95,Reality Junkies,ANY,,,"STUDIO=""Reality Junkies""",,Studio spotlight; 66 exact scenes. Age-ambiguous studio names were omitted.
438,Spizoo Late Night,studio_spotlight,86,0.426,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,54,Spizoo,ANY,,,"STUDIO=""Spizoo""",,Studio spotlight; 66 exact scenes. Age-ambiguous studio names were omitted.
439,HardX Selects,studio_spotlight,63,0.312,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,222,HardX,ANY,,,"STUDIO=""HardX""",,Studio spotlight; 63 exact scenes. Age-ambiguous studio names were omitted.
440,Devil's Film Vault,studio_spotlight,62,0.307,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,84,Devil's Film,ANY,,,"STUDIO=""Devil's Film""",,Studio spotlight; 62 exact scenes. Age-ambiguous studio names were omitted.
441,Backroom Casting Couch After Hours,studio_spotlight,61,0.302,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,640,Backroom Casting Couch,ANY,,,"STUDIO=""Backroom Casting Couch""",,Studio spotlight; 61 exact scenes. Age-ambiguous studio names were omitted.
442,Girlsway Presents,studio_spotlight,60,0.297,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,59,Girlsway,ANY,,,"STUDIO=""Girlsway""",,Studio spotlight; 60 exact scenes. Age-ambiguous studio names were omitted.
443,Nubile Films Uncut,studio_spotlight,92,0.456,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,286,Nubile Films,ANY,,,"STUDIO=""Nubile Films""",,Studio spotlight; 60 exact scenes. Age-ambiguous studio names were omitted.
444,Inside Baby Got Boobs,studio_spotlight,59,0.292,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,278,Baby Got Boobs,ANY,,,"STUDIO=""Baby Got Boobs""",,Studio spotlight; 59 exact scenes. Age-ambiguous studio names were omitted.
445,My Sister's Hot Friend Showcase,studio_spotlight,59,0.292,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,21,My Sister's Hot Friend,ANY,,,"STUDIO=""My Sister's Hot Friend""",,Studio spotlight; 59 exact scenes. Age-ambiguous studio names were omitted.
446,Naughty Office Late Night,studio_spotlight,58,0.287,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,129,Naughty Office,ANY,,,"STUDIO=""Naughty Office""",,Studio spotlight; 58 exact scenes. Age-ambiguous studio names were omitted.
447,Sneaky Sex Selects,studio_spotlight,57,0.282,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,531,Sneaky Sex,ANY,,,"STUDIO=""Sneaky Sex""",,Studio spotlight; 57 exact scenes. Age-ambiguous studio names were omitted.
448,Lubed Vault,studio_spotlight,56,0.278,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,403,Lubed,ANY,,,"STUDIO=""Lubed""",,Studio spotlight; 56 exact scenes. Age-ambiguous studio names were omitted.
449,2 Drops After Hours,studio_spotlight,54,0.268,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,1483,2 Drops,ANY,,,"STUDIO=""2 Drops""",,Studio spotlight; 54 exact scenes. Age-ambiguous studio names were omitted.
450,Nuru Massage Presents,studio_spotlight,54,0.268,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,306,Nuru Massage,ANY,,,"STUDIO=""Nuru Massage""",,Studio spotlight; 54 exact scenes. Age-ambiguous studio names were omitted.
451,Digital Playground Episodes Uncut,studio_spotlight,53,0.263,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,79,Digital Playground Episodes,ANY,,,"STUDIO=""Digital Playground Episodes""",,Studio spotlight; 53 exact scenes. Age-ambiguous studio names were omitted.
452,Inside Porn World,studio_spotlight,53,0.263,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,604,Porn World,ANY,,,"STUDIO=""Porn World""",,Studio spotlight; 53 exact scenes. Age-ambiguous studio names were omitted.
453,Porn Force Showcase,studio_spotlight,51,0.253,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,1330,Porn Force,ANY,,,"STUDIO=""Porn Force""",,Studio spotlight; 50 exact scenes. Age-ambiguous studio names were omitted.
454,Twistys Late Night,studio_spotlight,92,0.456,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,50,Twistys,ANY,,,"STUDIO=""Twistys""",,Studio spotlight; 49 exact scenes. Age-ambiguous studio names were omitted.
455,ZZ Series Selects,studio_spotlight,49,0.243,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,140,ZZ Series,ANY,,,"STUDIO=""ZZ Series""",,Studio spotlight; 49 exact scenes. Age-ambiguous studio names were omitted.
456,Submissived Vault,studio_spotlight,47,0.233,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,524,Submissived,ANY,,,"STUDIO=""Submissived""",,Studio spotlight; 47 exact scenes. Age-ambiguous studio names were omitted.
457,Ashlynn Brooke After Hours,studio_spotlight,46,0.228,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,321,Ashlynn Brooke,ANY,,,"STUDIO=""Ashlynn Brooke""",,Studio spotlight; 46 exact scenes. Age-ambiguous studio names were omitted.
458,Pure Mature Presents,studio_spotlight,44,0.218,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,226,Pure Mature,ANY,,,"STUDIO=""Pure Mature""",,Studio spotlight; 44 exact scenes. Age-ambiguous studio names were omitted.
459,Mommy Got Boobs Uncut,studio_spotlight,43,0.213,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,274,Mommy Got Boobs,ANY,,,"STUDIO=""Mommy Got Boobs""",,Studio spotlight; 43 exact scenes. Age-ambiguous studio names were omitted.
460,Inside My Friend's Hot Mom,studio_spotlight,41,0.203,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,255,My Friend's Hot Mom,ANY,,,"STUDIO=""My Friend's Hot Mom""",,Studio spotlight; 41 exact scenes. Age-ambiguous studio names were omitted.
461,Nagae Style Showcase,studio_spotlight,39,0.193,ALL,,,ANY,,,ALL,,,ANY,,,ANY,1599,Nagae Style,ANY,,,"STUDIO=""Nagae Style""",,Studio spotlight; 39 exact scenes. Age-ambiguous studio names were omitted. All-JAV studio; airs JAV by owner decision (exception to the JAV policy).
462,Taboo Heat Late Night,studio_spotlight,39,0.193,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,576,Taboo Heat,ANY,,,"STUDIO=""Taboo Heat""",,Studio spotlight; 39 exact scenes. Age-ambiguous studio names were omitted.
463,Big Butts Like It Big Selects,studio_spotlight,38,0.188,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,276,Big Butts Like It Big,ANY,,,"STUDIO=""Big Butts Like It Big""",,Studio spotlight; 38 exact scenes. Age-ambiguous studio names were omitted.
