channel_number,channel_name,channel_family,exact_scene_count,library_share_pct,include_tag_logic,include_tag_ids_all,include_tags_all,exclude_tag_logic,exclude_tag_ids_any,exclude_tags_any,include_performer_logic,include_performer_ids_all,include_performers_all,exclude_performer_logic,exclude_performer_ids_any,exclude_performers_any,include_studio_logic,include_studio_ids_any,include_studios_any,exclude_studio_logic,exclude_studio_ids_any,exclude_studios_any,filter_expression,affinity_lift,rationale
300,Aidra Fox: The Extended Lunch Break,performer_spotlight,38,0.187,ALL,,,ANY,9320,JAV,ALL,633,Aidra Fox,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Aidra Fox"")",,Performer spotlight; 38 scenes under current production tag assignments. Branding is playful; filter columns define membership.
301,Jack Hammer: Not in the Employee Handbook,performer_spotlight,38,0.187,ALL,,,ANY,9320,JAV,ALL,6017,Jack Hammer,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Jack Hammer"")",,Performer spotlight; 38 scenes under current production tag assignments. Branding is playful; filter columns define membership.
302,Keisha Grey: Plot Armor Included,performer_spotlight,38,0.187,ALL,,,ANY,9320,JAV,ALL,567,Keisha Grey,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Keisha Grey"")",,Performer spotlight; 38 scenes under current production tag assignments. Branding is playful; filter columns define membership.
303,Kristina Grace: The Agenda Has Changed,performer_spotlight,38,0.187,ALL,,,ANY,9320,JAV,ALL,4887,Kristina Grace,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Kristina Grace"")",,Performer spotlight; 38 scenes under current production tag assignments. Branding is playful; filter columns define membership.
304,Penny Pax: One More Episode,performer_spotlight,38,0.187,ALL,,,ANY,9320,JAV,ALL,123,Penny Pax,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Penny Pax"")",,Performer spotlight; 38 scenes under current production tag assignments. Branding is playful; filter columns define membership.
305,Ricky Spanish: The Not-So-Silent Partner,performer_spotlight,38,0.187,ALL,,,ANY,9320,JAV,ALL,503,Ricky Spanish,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Ricky Spanish"")",,Performer spotlight; 38 scenes under current production tag assignments. Branding is playful; filter columns define membership.
306,Ana Foxxx: After the Group Chat,performer_spotlight,37,0.182,ALL,,,ANY,9320,JAV,ALL,846,Ana Foxxx,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Ana Foxxx"")",,Performer spotlight; 37 scenes under current production tag assignments. Branding is playful; filter columns define membership.
307,Cherry Kiss: This Meeting Runs Late,performer_spotlight,37,0.182,ALL,,,ANY,9320,JAV,ALL,1173,Cherry Kiss,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Cherry Kiss"")",,Performer spotlight; 37 scenes under current production tag assignments. Branding is playful; filter columns define membership.
308,Chloe Amour: The Recommendation Engine,performer_spotlight,37,0.182,ALL,,,ANY,9320,JAV,ALL,85,Chloe Amour,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Chloe Amour"")",,Performer spotlight; 37 scenes under current production tag assignments. Branding is playful; filter columns define membership.
309,Fiona Frost: Airplane Mode Recommended,performer_spotlight,37,0.182,ALL,,,ANY,9320,JAV,ALL,4467,Fiona Frost,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Fiona Frost"")",,Performer spotlight; 37 scenes under current production tag assignments. Branding is playful; filter columns define membership.
310,GI Joey: The Couch Has Questions,performer_spotlight,37,0.182,ALL,,,ANY,9320,JAV,ALL,330,GI Joey,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""GI Joey"")",,Performer spotlight; 37 scenes under current production tag assignments. Branding is playful; filter columns define membership.
311,Hollywood Cash: Nothing on the Calendar,performer_spotlight,37,0.182,ALL,,,ANY,9320,JAV,ALL,30,Hollywood Cash,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Hollywood Cash"")",,Performer spotlight; 37 scenes under current production tag assignments. Branding is playful; filter columns define membership.
312,Jade Maris: The Ratings Department,performer_spotlight,37,0.182,ALL,,,ANY,9320,JAV,ALL,3533,Jade Maris,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Jade Maris"")",,Performer spotlight; 37 scenes under current production tag assignments. Branding is playful; filter columns define membership.
313,Jane Wilde: Full-Time Distraction,performer_spotlight,37,0.182,ALL,,,ANY,9320,JAV,ALL,595,Jane Wilde,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Jane Wilde"")",,Performer spotlight; 37 scenes under current production tag assignments. Branding is playful; filter columns define membership.
314,Jillian Janson: Nobody Read the Memo,performer_spotlight,37,0.182,ALL,,,ANY,9320,JAV,ALL,105,Jillian Janson,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Jillian Janson"")",,Performer spotlight; 37 scenes under current production tag assignments. Branding is playful; filter columns define membership.
315,Dorian Del Isla: The Opening Credits Club,performer_spotlight,36,0.177,ALL,,,ANY,9320,JAV,ALL,761,Dorian Del Isla,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Dorian Del Isla"")",,Performer spotlight; 36 scenes under current production tag assignments. Branding is playful; filter columns define membership.
316,Juan El Caballo Loco Has the Remote,performer_spotlight,36,0.177,ALL,,,ANY,9320,JAV,ALL,16,Juan El Caballo Loco,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Juan El Caballo Loco"")",,Performer spotlight; 36 scenes under current production tag assignments. Branding is playful; filter columns define membership.
317,Lexington Steele: HR Would Like a Word,performer_spotlight,36,0.177,ALL,,,ANY,9320,JAV,ALL,192,Lexington Steele,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Lexington Steele"")",,Performer spotlight; 36 scenes under current production tag assignments. Branding is playful; filter columns define membership.
318,Liz Jordan vs. the Bedtime Schedule,performer_spotlight,36,0.177,ALL,,,ANY,9320,JAV,ALL,983,Liz Jordan,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Liz Jordan"")",,Performer spotlight; 36 scenes under current production tag assignments. Branding is playful; filter columns define membership.
319,Mandingo: The Plot Thickens,performer_spotlight,36,0.177,ALL,,,ANY,9320,JAV,ALL,423,Mandingo,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Mandingo"")",,Performer spotlight; 36 scenes under current production tag assignments. Branding is playful; filter columns define membership.
320,Max Dyor & the Missing Script,performer_spotlight,36,0.177,ALL,,,ANY,9320,JAV,ALL,1520,Max Dyor,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Max Dyor"")",,Performer spotlight; 36 scenes under current production tag assignments. Branding is playful; filter columns define membership.
321,Pablo Ferrari: Do Not Auto-Play at Work,performer_spotlight,36,0.177,ALL,,,ANY,9320,JAV,ALL,1618,Pablo Ferrari,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Pablo Ferrari"")",,Performer spotlight; 36 scenes under current production tag assignments. Branding is playful; filter columns define membership.
322,Stella Sedona: Overtime Approved,performer_spotlight,36,0.177,ALL,,,ANY,9320,JAV,ALL,787,Stella Sedona,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Stella Sedona"")",,Performer spotlight; 36 scenes under current production tag assignments. Branding is playful; filter columns define membership.
323,Vanna Bardot Presents: Questionable Decisions,performer_spotlight,36,0.177,ALL,,,ANY,9320,JAV,ALL,1135,Vanna Bardot,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Vanna Bardot"")",,Performer spotlight; 36 scenes under current production tag assignments. Branding is playful; filter columns define membership.
324,Veronica Avluv: Main Character Hours,performer_spotlight,36,0.177,ALL,,,ANY,9320,JAV,ALL,2137,Veronica Avluv,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Veronica Avluv"")",,Performer spotlight; 36 scenes under current production tag assignments. Branding is playful; filter columns define membership.
325,Alexis Tae: The Binge Committee,performer_spotlight,35,0.172,ALL,,,ANY,9320,JAV,ALL,524,Alexis Tae,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Alexis Tae"")",,Performer spotlight; 35 scenes under current production tag assignments. Branding is playful; filter columns define membership.
326,Anna Claire Clouds: The Skip Intro Department,performer_spotlight,35,0.172,ALL,,,ANY,9320,JAV,ALL,834,Anna Claire Clouds,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Anna Claire Clouds"")",,Performer spotlight; 35 scenes under current production tag assignments. Branding is playful; filter columns define membership.
327,Beretta James: No Meeting Could Replace This,performer_spotlight,35,0.172,ALL,,,ANY,9320,JAV,ALL,3993,Beretta James,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Beretta James"")",,Performer spotlight; 35 scenes under current production tag assignments. Branding is playful; filter columns define membership.
328,Blake Blossom: The Unscheduled Special,performer_spotlight,36,0.177,ALL,,,ANY,9320,JAV,ALL,296,Blake Blossom,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Blake Blossom"")",,Performer spotlight; 36 scenes under current production tag assignments. Branding is playful; filter columns define membership.
329,Brock Cooper: Cancel Your Plans,performer_spotlight,35,0.172,ALL,,,ANY,9320,JAV,ALL,1126,Brock Cooper,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Brock Cooper"")",,Performer spotlight; 35 scenes under current production tag assignments. Branding is playful; filter columns define membership.
330,Lauren Phillips: The Remote Majority,performer_spotlight,35,0.172,ALL,,,ANY,9320,JAV,ALL,260,Lauren Phillips,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Lauren Phillips"")",,Performer spotlight; 35 scenes under current production tag assignments. Branding is playful; filter columns define membership.
331,Matthew Meier: Premium Procrastination,performer_spotlight,35,0.172,ALL,,,ANY,9320,JAV,ALL,910,Matthew Meier,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Matthew Meier"")",,Performer spotlight; 35 scenes under current production tag assignments. Branding is playful; filter columns define membership.
332,Ricky Rascal: Doing the Most,performer_spotlight,35,0.172,ALL,,,ANY,9320,JAV,ALL,1538,Ricky Rascal,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Ricky Rascal"")",,Performer spotlight; 35 scenes under current production tag assignments. Branding is playful; filter columns define membership.
333,Rob Piper: The Late Fee Channel,performer_spotlight,35,0.172,ALL,,,ANY,9320,JAV,ALL,72,Rob Piper,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Rob Piper"")",,Performer spotlight; 35 scenes under current production tag assignments. Branding is playful; filter columns define membership.
334,Sparky Sin Claire: Zero Inbox Energy,performer_spotlight,36,0.177,ALL,,,ANY,9320,JAV,ALL,7400,Sparky Sin Claire,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Sparky Sin Claire"")",,Performer spotlight; 36 scenes under current production tag assignments. Branding is playful; filter columns define membership.
335,Ken Feels: Please Remain Tuned,performer_spotlight,34,0.167,ALL,,,ANY,9320,JAV,ALL,1765,Ken Feels,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Ken Feels"")",,Performer spotlight; 34 scenes under current production tag assignments. Branding is playful; filter columns define membership.
336,Lawson Jones: The Extended Lunch Break,performer_spotlight,34,0.167,ALL,,,ANY,9320,JAV,ALL,1762,Lawson Jones,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Lawson Jones"")",,Performer spotlight; 34 scenes under current production tag assignments. Branding is playful; filter columns define membership.
337,Lily Love: Not in the Employee Handbook,performer_spotlight,34,0.167,ALL,,,ANY,9320,JAV,ALL,653,Lily Love,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Lily Love"")",,Performer spotlight; 34 scenes under current production tag assignments. Branding is playful; filter columns define membership.
338,Luke Longly: Plot Armor Included,performer_spotlight,34,0.167,ALL,,,ANY,9320,JAV,ALL,1715,Luke Longly,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Luke Longly"")",,Performer spotlight; 34 scenes under current production tag assignments. Branding is playful; filter columns define membership.
339,Syren De Mer: The Agenda Has Changed,performer_spotlight,34,0.167,ALL,,,ANY,9320,JAV,ALL,1367,Syren De Mer,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Syren De Mer"")",,Performer spotlight; 34 scenes under current production tag assignments. Branding is playful; filter columns define membership.
340,Tina Kay: One More Episode,performer_spotlight,34,0.167,ALL,,,ANY,9320,JAV,ALL,1555,Tina Kay,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Tina Kay"")",,Performer spotlight; 34 scenes under current production tag assignments. Branding is playful; filter columns define membership.
341,Ava Addams: The Not-So-Silent Partner,performer_spotlight,33,0.163,ALL,,,ANY,9320,JAV,ALL,73,Ava Addams,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Ava Addams"")",,Performer spotlight; 33 scenes under current production tag assignments. Branding is playful; filter columns define membership.
342,Jenaveve Jolie: After the Group Chat,performer_spotlight,33,0.163,ALL,,,ANY,9320,JAV,ALL,923,Jenaveve Jolie,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Jenaveve Jolie"")",,Performer spotlight; 33 scenes under current production tag assignments. Branding is playful; filter columns define membership.
343,Matt Williams: This Meeting Runs Late,performer_spotlight,33,0.163,ALL,,,ANY,9320,JAV,ALL,5263,Matt Williams,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Matt Williams"")",,Performer spotlight; 33 scenes under current production tag assignments. Branding is playful; filter columns define membership.
344,Reagan Foxx: The Recommendation Engine,performer_spotlight,33,0.163,ALL,,,ANY,9320,JAV,ALL,704,Reagan Foxx,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Reagan Foxx"")",,Performer spotlight; 33 scenes under current production tag assignments. Branding is playful; filter columns define membership.
345,Scarlit Scandal: Airplane Mode Recommended,performer_spotlight,33,0.163,ALL,,,ANY,9320,JAV,ALL,1120,Scarlit Scandal,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Scarlit Scandal"")",,Performer spotlight; 33 scenes under current production tag assignments. Branding is playful; filter columns define membership.
346,Stirling Cooper: The Couch Has Questions,performer_spotlight,33,0.163,ALL,,,ANY,9320,JAV,ALL,488,Stirling Cooper,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Stirling Cooper"")",,Performer spotlight; 33 scenes under current production tag assignments. Branding is playful; filter columns define membership.
347,Vina Sky: Nothing on the Calendar,performer_spotlight,33,0.163,ALL,,,ANY,9320,JAV,ALL,508,Vina Sky,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Vina Sky"")",,Performer spotlight; 33 scenes under current production tag assignments. Branding is playful; filter columns define membership.
348,Angelo Godshack: The Ratings Department,performer_spotlight,32,0.158,ALL,,,ANY,9320,JAV,ALL,597,Angelo Godshack,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Angelo Godshack"")",,Performer spotlight; 32 scenes under current production tag assignments. Branding is playful; filter columns define membership.
349,Bella Angel: Full-Time Distraction,performer_spotlight,32,0.158,ALL,,,ANY,9320,JAV,ALL,8373,Bella Angel,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Bella Angel"")",,Performer spotlight; 32 scenes under current production tag assignments. Branding is playful; filter columns define membership.
350,Elsa Jean: Nobody Read the Memo,performer_spotlight,32,0.158,ALL,,,ANY,9320,JAV,ALL,592,Elsa Jean,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Elsa Jean"")",,Performer spotlight; 32 scenes under current production tag assignments. Branding is playful; filter columns define membership.
351,Jessa Rhodes: The Opening Credits Club,performer_spotlight,32,0.158,ALL,,,ANY,9320,JAV,ALL,458,Jessa Rhodes,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Jessa Rhodes"")",,Performer spotlight; 32 scenes under current production tag assignments. Branding is playful; filter columns define membership.
352,Juan Lucho Has the Remote,performer_spotlight,32,0.158,ALL,,,ANY,9320,JAV,ALL,1070,Juan Lucho,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Juan Lucho"")",,Performer spotlight; 32 scenes under current production tag assignments. Branding is playful; filter columns define membership.
353,Kenzie Anne: HR Would Like a Word,performer_spotlight,32,0.158,ALL,,,ANY,9320,JAV,ALL,1139,Kenzie Anne,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Kenzie Anne"")",,Performer spotlight; 32 scenes under current production tag assignments. Branding is playful; filter columns define membership.
354,Leah Gotti vs. the Bedtime Schedule,performer_spotlight,32,0.158,ALL,,,ANY,9320,JAV,ALL,1012,Leah Gotti,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Leah Gotti"")",,Performer spotlight; 32 scenes under current production tag assignments. Branding is playful; filter columns define membership.
355,Mona Wales: The Plot Thickens,performer_spotlight,32,0.158,ALL,,,ANY,9320,JAV,ALL,2009,Mona Wales,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Mona Wales"")",,Performer spotlight; 32 scenes under current production tag assignments. Branding is playful; filter columns define membership.
356,Richie Calhoun & the Missing Script,performer_spotlight,32,0.158,ALL,,,ANY,9320,JAV,ALL,395,Richie Calhoun,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Richie Calhoun"")",,Performer spotlight; 32 scenes under current production tag assignments. Branding is playful; filter columns define membership.
357,Skin Diamond: Do Not Auto-Play at Work,performer_spotlight,32,0.158,ALL,,,ANY,9320,JAV,ALL,411,Skin Diamond,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Skin Diamond"")",,Performer spotlight; 32 scenes under current production tag assignments. Branding is playful; filter columns define membership.
358,Adria Rae: Overtime Approved,performer_spotlight,31,0.153,ALL,,,ANY,9320,JAV,ALL,428,Adria Rae,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Adria Rae"")",,Performer spotlight; 31 scenes under current production tag assignments. Branding is playful; filter columns define membership.
359,Chris Johnson Presents: Questionable Decisions,performer_spotlight,31,0.153,ALL,,,ANY,9320,JAV,ALL,227,Chris Johnson,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Chris Johnson"")",,Performer spotlight; 31 scenes under current production tag assignments. Branding is playful; filter columns define membership.
360,Evelin Stone: Main Character Hours,performer_spotlight,31,0.153,ALL,,,ANY,9320,JAV,ALL,1043,Evelin Stone,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Evelin Stone"")",,Performer spotlight; 31 scenes under current production tag assignments. Branding is playful; filter columns define membership.
361,Levi Cash: The Binge Committee,performer_spotlight,31,0.153,ALL,,,ANY,9320,JAV,ALL,534,Levi Cash,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Levi Cash"")",,Performer spotlight; 31 scenes under current production tag assignments. Branding is playful; filter columns define membership.
362,Lucy Li: The Skip Intro Department,performer_spotlight,31,0.153,ALL,,,ANY,9320,JAV,ALL,3912,Lucy Li,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Lucy Li"")",,Performer spotlight; 31 scenes under current production tag assignments. Branding is playful; filter columns define membership.
363,Lulu Chu: No Meeting Could Replace This,performer_spotlight,31,0.153,ALL,,,ANY,9320,JAV,ALL,1141,Lulu Chu,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Lulu Chu"")",,Performer spotlight; 31 scenes under current production tag assignments. Branding is playful; filter columns define membership.
364,Mandy Flores: The Unscheduled Special,performer_spotlight,31,0.153,ALL,,,ANY,9320,JAV,ALL,4598,Mandy Flores,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Mandy Flores"")",,Performer spotlight; 31 scenes under current production tag assignments. Branding is playful; filter columns define membership.
365,Max Fills: Cancel Your Plans,performer_spotlight,31,0.153,ALL,,,ANY,9320,JAV,ALL,2015,Max Fills,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Max Fills"")",,Performer spotlight; 31 scenes under current production tag assignments. Branding is playful; filter columns define membership.
366,Mitt Aziani: The Remote Majority,performer_spotlight,31,0.153,ALL,,,ANY,9320,JAV,ALL,1877,Mitt Aziani,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Mitt Aziani"")",,Performer spotlight; 31 scenes under current production tag assignments. Branding is playful; filter columns define membership.
367,Alina Lopez: Premium Procrastination,performer_spotlight,30,0.148,ALL,,,ANY,9320,JAV,ALL,1049,Alina Lopez,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Alina Lopez"")",,Performer spotlight; 30 scenes under current production tag assignments. Branding is playful; filter columns define membership.
368,Bella Rossi: Doing the Most,performer_spotlight,30,0.148,ALL,,,ANY,9320,JAV,ALL,3154,Bella Rossi,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Bella Rossi"")",,Performer spotlight; 30 scenes under current production tag assignments. Branding is playful; filter columns define membership.
369,Canela Skin: The Late Fee Channel,performer_spotlight,30,0.148,ALL,,,ANY,9320,JAV,ALL,626,Canela Skin,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Canela Skin"")",,Performer spotlight; 30 scenes under current production tag assignments. Branding is playful; filter columns define membership.
370,Chanel Camryn: Zero Inbox Energy,performer_spotlight,30,0.148,ALL,,,ANY,9320,JAV,ALL,906,Chanel Camryn,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Chanel Camryn"")",,Performer spotlight; 30 scenes under current production tag assignments. Branding is playful; filter columns define membership.
371,George Uhl: Please Remain Tuned,performer_spotlight,30,0.148,ALL,,,ANY,9320,JAV,ALL,1559,George Uhl,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""George Uhl"")",,Performer spotlight; 30 scenes under current production tag assignments. Branding is playful; filter columns define membership.
372,Harmony Cage: The Extended Lunch Break,performer_spotlight,30,0.148,ALL,,,ANY,9320,JAV,ALL,8490,Harmony Cage,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Harmony Cage"")",,Performer spotlight; 30 scenes under current production tag assignments. Branding is playful; filter columns define membership.
373,India Summer: Not in the Employee Handbook,performer_spotlight,30,0.148,ALL,,,ANY,9320,JAV,ALL,163,India Summer,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""India Summer"")",,Performer spotlight; 30 scenes under current production tag assignments. Branding is playful; filter columns define membership.
374,J. Jay: Plot Armor Included,performer_spotlight,30,0.148,ALL,,,ANY,9320,JAV,ALL,5664,J. Jay,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""J. Jay"")",,Performer spotlight; 30 scenes under current production tag assignments. Branding is playful; filter columns define membership.
375,Marsha May: The Agenda Has Changed,performer_spotlight,30,0.148,ALL,,,ANY,9320,JAV,ALL,1739,Marsha May,ANY,,,ANY,,,ANY,,,"NONE_TAGS(""JAV"") AND ALL_PERFORMERS(""Marsha May"")",,Performer spotlight; 30 scenes under current production tag assignments. Branding is playful; filter columns define membership.
376,Real Wife Stories: The Plot Factory,studio_spotlight,756,3.724,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,60,Real Wife Stories,ANY,,,"NONE_TAGS(""JAV"") AND ANY_STUDIOS(""Real Wife Stories"")",,Studio spotlight; 756 scenes under current production tag assignments. Branding is playful; filter columns define membership.
377,Tushy: Approved by Absolutely Nobody,studio_spotlight,589,2.902,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,3,Tushy,ANY,,,"NONE_TAGS(""JAV"") AND ANY_STUDIOS(""Tushy"")",,Studio spotlight; 589 scenes under current production tag assignments. Branding is playful; filter columns define membership.
378,Jules Jordan: The Late-Night Department,studio_spotlight,569,2.803,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,12,Jules Jordan,ANY,,,"NONE_TAGS(""JAV"") AND ANY_STUDIOS(""Jules Jordan"")",,Studio spotlight; 569 scenes under current production tag assignments. Branding is playful; filter columns define membership.
379,"Vixen: House Rules, House Exceptions",studio_spotlight,534,2.631,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,460,Vixen,ANY,,,"NONE_TAGS(""JAV"") AND ANY_STUDIOS(""Vixen"")",,Studio spotlight; 534 scenes under current production tag assignments. Branding is playful; filter columns define membership.
380,Babes: Where the Budget Went,studio_spotlight,532,2.621,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,44,Babes,ANY,,,"NONE_TAGS(""JAV"") AND ANY_STUDIOS(""Babes"")",,Studio spotlight; 532 scenes under current production tag assignments. Branding is playful; filter columns define membership.
381,Passion HD: The Production Meeting,studio_spotlight,463,2.281,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,219,Passion HD,ANY,,,"NONE_TAGS(""JAV"") AND ANY_STUDIOS(""Passion HD"")",,Studio spotlight; 463 scenes under current production tag assignments. Branding is playful; filter columns define membership.
382,Deeper: The Never-Ending Pilot,studio_spotlight,435,2.143,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,683,Deeper,ANY,,,"NONE_TAGS(""JAV"") AND ANY_STUDIOS(""Deeper"")",,Studio spotlight; 435 scenes under current production tag assignments. Branding is playful; filter columns define membership.
383,Brazzers Exxtra: Quality Time Control,studio_spotlight,433,2.133,ALL,,,ANY,9320,JAV,ALL,,,ANY,,,ANY,72,Brazzers Exxtra,ANY,,,"NONE_TAGS(""JAV"") AND ANY_STUDIOS(""Brazzers Exxtra"")",,Studio spotlight; 433 scenes under current production tag assignments. Branding is playful; filter columns define membership.
